rating,text
5,The installers were amazing.  They adjusted our shower glass to the millimeter and cleaned up after themselves.  They were also professional and polite!  Also the glass product was beautiful.  This is a great company to do business with if you need glass!
5,"I needed a particular glass that I could not find, Daniel did not only find it for me he had it cut and ready the next day! I went to six other glass places that were unable to help! I highly recommend the company!"
5,"What can I say. Perfect experience! Had a residential window with massive moisture in between the panes.  Got an estimate from another company(took a bit to get hold of them and didn't seem the most customer service oriented). Called Stevens to get a second quote. They answered the phone promptly, the receptionist was more than helpful. They gave me a date that fit my schedule. John showed up and explained what he could do. I got a call from their office the next day with a quote. It was $10 more than the other company but the customer service here was so much better than the other company the choice was easy. A week later they called to say the glass was ready and offered to install the next day. I chose Monday instead. John returned and did a fabulous job even with the wind gusting pretty badly. Thank you for the great service. My wife is ECSTATIC!!!"
5,Excellent friendly customer service - thank yOu!
5,"I was so impressed with my experience here! They worked with me and my insurance and got my windshield replace quickly. When I picked up my car, they had vacuumed, wiped down the dash and the other windows. I am so pleased and will be back!"
5,"This team has been amazing to work with offering excellent customer service and an awesome product! We\u2019ve used them at our home, on all our vehicles and for our construction business. They have been such a tremendous help and we are just so grateful for their services!"
5,I have used Steven\u2019s glass services many times for our windshields and for a broken side window.  They have done a great job each time with fair prices and prompt courteous service.  I highly recommend them.
5,"We have been using Stevens Glass for all our Home, Auto, and Business needs. The staff and representatives at Stevens Glass are so professional and efficient we wouldn\u2019t recommend anyone else! Quick, professional, clean, and friendly...how can you beat that!"
5,"Can take care of all your glass needs. When I needed a hard to get mirror, they found it, got it quickly, and installed it flawlessly"
5,"I had to get my windshield replaced and I was surprised by how fast and easy the whole experience was. Last year I used another company but they took a while on it, plus when I got my car back, the dashboard was a bit damaged. Steven's Glass got it done in 2 hours and were very friendly, plus no damage! I now recommend Stevens Glass to everyone I know who needs new glass!"
5,"Everyone who drives in Alaska knows they're going to need a new windshield eventually. I've had two done by Stevens Glass and couldn't be happier. Excellent customer service, friendly staff and quick service. Highly recommended!"
5,"\""I had my windshield replaced last Friday and everything went smooth. 2 gentlemen showed up to take my truck and returned in the 2 -3 hours expected but they also found a problem with my power window switch and fixed it at no charge.  Now that's service."
5,I had an exterior window pane crack at my home and Stevens did a fabulous job coming out the next day after my call to measure. When the replacement was complete it looked great!! Thank you!
5,I went in for a quote from Stevens Glass for some scratched glass replacement. They were very personable and fast. I was in and out in 5 minutes max.
5,I was happy with the quality of work along with friendly customer service throughout the process.
5,"When choosing a glass company in the Valley there is only one correct choice, Stevens Glass.  I have use two other big name franchises for glass in the Valley and only ended up with a sour taste in my mouth.  Not only is Stevens the best service they just happen to be the best price in the Valley too.  Stevens Glass, thank you so much for fixing my trucks, residential glass, custom shelving, some picture frames for my parents and commercial glass for my employer to name a few."
5,Very personable customer service. The only place I'll go to get my windshield replaced.
5,Good service
5,"I have a fleet of 10 vehicles and have been using Stevens Glass for 3 years now. They are quick, professional, and have great prices. I have also been using the for home windows. They are excellent!!!"
5,"I have used Steven's Glass for my family & our business.  They are very professional and great to work with.  Friendly, experienced and very knowledgeable of glass."
5,"Great service, and the level of integrity is tremendous. I would recommend these folks to everyone!!!"
5,Always go to guys great service
5,"Family run businesses are the way to go!  I have had such a great experience with Stevens Glass in the last month.  I have been there 4 times!!  I needed my shield repaired and they did a great job. After I drove around for a few days I realized that the rearview mirror was a lot lower than my previous windshield (it's how it came from the factory).  So I took it in and they tried to adjust it with no luck. They were going to try taking off the mirror using heat (which can sometimes crack the whole window).  So they ordered a NEW windshield for me to have on hand in case it cracked.  I was told that even if it did crack, I would not be responsible for any of the costs.  It wasn't even there \""fault\"" (it was how the factory made the window) and they took full responsibility.  The window did not crack and they fixed the problem.  And they even gave me a certificate for a free chip repair because of the \""hassle\"" I went through.  Which came in quite handy because 2-3 weeks later another rock hit my window.  I called them and they got me in within 30 minutes.  They are extremely nice and helpful.  Their waiting room is clean and they have wifi. I brought 2 small kids with me each time I had to go.  I would recommend them to anyone for any project/service."
5,OMG this is one of the best glass places I have used it's family owned and they treat you like your there only customer and they have the best prices I have came across
2,Poor experience with the manager. Decided to use another service provider due to the manager being unreasonable.
5,Great work
5,Crack bang replacement
5, null
5, null
5, null
4, null
3, null
5,Very basic field for soccer. Bring your own chairs and portapotties. But it was only for 2 hours while granddaughter played soccer.  Grass had been mowed. No one brought dogs. Nice families.
3,Nice field for kids soccer but the portapotties were locked.
5,Awesome if you like baseball
3,Need to have the roads fixed.
5,I love this place
5,Great
5,State tournament!
4, null
5, null
3, null
5, null
5, null
4, null
4, null
5, null
4, null
5, null
5,Among us island mad sus
4,Mr Ballan sent me here.
3,"I went there and I found a piece of paper that said \""look under there\"" I just thought to myself \""underwear?\"". I don't know it was weird."
5,Buldir Island is a small island in the western Aleutian Islands of the U.S. state of Alaska. Its is 4.3 miles long and 2.5 miles wide with an area of 7.4482 square miles. Buldir is farther from the nearest land than any other Aleutian Island
1,There isn\u2019t a McDonald\u2019s 10/10 wouldn\u2019t recommend. Sorry. Dab on em
3,Cold
5,One of the most beautiful places ive ever been to
5,They have birds.
5,(Translated by Google) cool finally\n\n(Original)\n\u043a\u0440\u0443\u0442\u043e \u0432\u0430\u0449\u0435
5,(Translated by Google) laister art\n\n(Original)\nlaister arte
4, null
5, null
5, null
5, null
1, null
5, null
2, null
5, null
5,"It's really beautiful island. Nizki Island is an uninhabited island in the Aleutian Islands in the U.S. state of Alaska.Foxes were introduced to Nizki Island by Russian fur traders in the 19th century. This decimated the population of many bird species on the island. The last fox was removed from Nizki Island in 1976, and now Aleutian Canada Geese (once believed to be extinct), Puffins, and Aleutian Terns are common on the island"
5,best place ever I love it
5,Quite a nice isolated barren island I'd say.
5,(Translated by Google) Tall\n\n(Original)\n\u0412\u044b\u0441\u043e\u043a\u0438\u0439
5,\ud83d\ude00
3,(Translated by Google) What a great place instead of that other cunt island\n\n(Original)\nWat een top plek in plaats van dat andere kut eiland
1,"Worst company I've ever done business with. When they show up to the job site ill prepared, then charge you for the time for going back to the shop (twice they had to leave to get stuff, when you come out a week before the job to evaluate what you will need to have to get the job done... then charge the customer for your \""oops, forgot something\"". Just know, the clock is still \""running\"" while they sit in your driveway eating lunch @ $250 an hour. Then, charge your credit card 2 grand for a $900 job. But, you don't know they over changed untill it's to late, the CC company can't do anything, They ignore the BBB, they ignore you. And they'll erase this review like they did my last one. If this is a new company (owner) contact me. I had to select 1 star because there isn't a zero star.\n\nIn response to the response received: 2 people @ $125 each, was costing me $250 an hour to watch them eat (unbeknownst to me at the time).\n\nWhen it was time to pay the bill, I was told the \""system\"" was down, they would email me a receipt, so I went ahead and gave the tech my CC info in good faith. Took over a  week, after prodding, to get it. Tooooo late to contest it through the CC company, and treated very dismissive by the owner. As for the tech who did the work, nice to know he is no longer working for you, but now we don't know where he's at. That still doesn't make amends to how this matter was and still being \""handled\"" I see."
5, null
5,"We always stay here when in Valdez for silver salmon fishing. The elderly couple that run it are amazing to talk to, extremely helpful. The campsites are very well maintained."
5,This was an amazing RV camping experience with good electric water - the owner even pumped our septic. They have a great little store with groceries and souvenirs - we got to know some of the other campers and every where we went they were very happy with the site. We used laundry and shower area and everything was very clean. Enjoy!
5,Spent the summer of 2011. Had a wonderful time.\n2014 Just spent a 2nd Wonderful summer at this park. Very nice quiet park surrounded with trees. Very clean restrooms and the park was kept clean. The staff were very friendly and helpful.
5,"My Wife and I have stayed at Bear Creek several times over the past 5 years, and it continues to be the only place that we'll stay near Valdez.  Tim and LaVerne are wonderful hosts, and run a great campground.  Best thing is, its a few miles out of the \""hustle and bustle\"" of busy Valdez... nice place guys!  :)"
5,"Great campground for the price. Nice hot unlimited showers, laundy, and  spacious wooded lots. Full hook ups. Late check in available."
4,"We tent camped here for 2 nights while exploring Valdez. The center of the campground was in the open and there are treed sites around the edges. Don't expect lower foliage separating the sites. Still this is much nicer than the other RV parking lots in town which seemed wide open.\n\nThere is a bath house with 1 set of coin operated washer/dryer, 2 restrooms (sink toilet) and 2 shower rooms (sink, toilet, shower). The hot water will run out after a few showers. They provide floor mats towels for you to use which is nice, but they lack vent fans to remove moisture so it is prone to mold.\n\nWi-Fi didn't reach our site on the back edge of the campground. Overall we were happy with our stay at this campground and would stay there again."
5,"I like the park, it's new still making improvements, I am Glad that I was able to get in with out a reservation, the staff is very good, cable TV needs work got one channel with antenna, no sewer at site but they do have a dump site."
4,"This place is just a few miles outside Valdez, which I thought was a bonus.  It was surrounded by woods and had some trees throughout the park for shade.  The bathrooms were clean and the showers were nice.  The dump station was a little underwhelming.  Overall, I'm really glad I stayed here and not one of the gravel lots in valdez."
5,Probably the nicest and cleanest campground we've been to in Alaska.
1,Treated terribly by owner absolutely outrageous pricing wouldn't even allow me to shower after paying almost 40.00 for just parking in a lot for 5 hours
5,Stayed there all summer in 2014 and gonna stay there this year. Great place nice people
5,"Nice people, clean bathrooms with cloth bath mats too!"
3,Noisy in the morning(RV's leaving). A little cramped. Other than that a nice place to stay.
3,"Beautful setting plenty of room for a big rig, but no sanation at the site. Strong Wi-Fi with very good cable tv. THIS IS NOW VALDEZ KOA"
5,"Great, slept like a bear. Clean, convenient, cute, the owners are a hoot."
5,"Well maintained, excellent amenities, sites are conveniently accessible"
5,Very nice cabin
5,Cool
5,It is always a treat to visit this rain or shine. So much to say but I'll sum it up with photos.
3,"We went on a Friday, it was still fun, but apparently there\u2019s less than half the usual vendors. The pictures below show the huge empty area that is supposed to be full! We were disappointed at how few stalls there were. There were maybe 20 in all, and for a long while we were the only buyers, which might explain the lack of booths. It was mostly jewelry, with a smattering of antler art and t shirts and a few (overpriced) food vendors. They said Saturday is the best day, I\u2019d definitely go then if you can!"
4,Only 3 booths with mainly vegetables. More expensive than the stores but the produce looked pretty good. The tomatoes were a nice deep red. Tomorrow I'll see if they taste better. I'm trying to eat healthier. I miss the fruits tho'.
5,We went to the mall looking for gifts to take back home but everything was closed. Luckily this market was right outside with a few vendors. We got what we needed and they had a decent selection of food and gifts. Happy to have found it despite not knowing it existed
4,Good market but kind of a small selection of vendors\u2026
2,Not a lot going on here since it moved from downtown. Check out a farmers market somewhere else. Try find where Grandma Wei moved to!
5,Love this market! Something for everyone!
3,It's ok. Wished it was at the old location.
5,Fish tacos
3,It's a market
4, null
5, null
5, null
5, null
4, null
5, null
5, null
5, null
5,"Great help, and didn't cost an arm and a leg. I was impress by the turn around time, and the fact that he was able to service my trailer so quickly. Other shops in my area were telling me that an appointment were a month out, I got serviced in two days. It was worth the trip from Anchorage. Give Max a call!"
5,Matt was honest and did the work done as promised date.
5,"Our little Scamp camper needed some TLC and Happy Camper did a wonderful job checking the electrical, window seals, and minor fixes. Professional service and excellent value - highly recommended!"
5,They are very fair and fast. Highly recommend his services.
5,"Max at Happy Camper is the best. Happy Camper installed a generator for my 5th wheel, great work. I was so pleased that I have taken my rig back for a slide out repair. No worries here."
5,Excellent work done at a fair price and in a timely manner way better pricing than the other places in the area.
5,"Extremely easy to work with. Highly accommodating.  Never once had an issue reaching him by phone. Was a little concerned at first with the couple of negative reviews but decided to try it anyway. So glad I did because I haven't received this high quality of customer service in a long time. I thought I needed a new water heater that he could have easily charged me for, turns out I didn't need one. Thats the kind of service a female like myself appreciates when dealing with repair shops. I won't take my trailer anywhere else for repairs but here."
5,Max is awesome to work with very nice guy!
2,"Unfortunately, I haven't been able to be graced by Max's great service that the other reviewers have left because I haven't been able to get a hold of him. It would be my advice to add an answering machine to the phone line, so customers could leave a message.  Based on reviews of other RV repair shops I am hesitant to have my converter replace anywhere else."
5,"I've used Happy Camper RV for three or four years. Max handles my Jayco pop-up trailer when most Alaskan repair places won't commit to it. Prices fair and on time. He works alone as far as I can tell, so gets very busy in early spring and late fall, but he schedules the work and I've only needed to schedule my drop off once. Pickup always as agreed.\n\nI really like guys who do the job without fanfare and at a good price. Max is one."
5,"I called the Happy Camper RV with a problem involving my refrigerator and needed it repaired for a trip the following day.  Though this was very short notice they got me in and made the repair in about two hours. I was flabbergasted! This is without doubt, the man I will use from now on for all of the repairs he can perform for me on my RV.  Exellent Job!  Excellent Service!"
5,Very nice and reliable.professional rv service.one of the best i have ever been to
5,"So I pull into Eagle River in Feb from Michigan pulling an overloaded toy hauler and once I get unloaded at my new apartment, I discover that my electric tongue jack has stopped working. I leave a message after business hours Friday night and get a call back Saturday morning. The owner tries walking me thru a few simple remedies to fix but after no luck, he tells me to drop it at his shop and he will take a look. On Monday morning at 10.30am, I get a call that it is fixed. When I pick it up, the jack is rewired and working AND it has been washed from 4,000 miles of crude. I was charged a very fair fee and was on my way! I am very happy with this business' service and highly recommend them!"
5,"I am so grateful to have found Max. He fixed my spring and Furnace in my Jayco Popup, when I thought it was a goner, and at a reasonable price. I am once again a \u201cHappy Camper\u201d Highly recommend."
5,"I need my refrigerator replaced,for it done quick and the job he did was awesome,very clean work performed,Thank You."
5,"We came in from out of town and had a serious problem with our base plate on a car that we were towing behind our motorhome. Called late in the day and Max returned my call and opened up a morning time to look at it. His son gave me a ride back to where the motorhome was and delivered the car there after the repair. To say I was pleased with the service would be an understatement, and he was very fair with the parts and labor. Thanks, Max."
5,Always pleased with the great quick service at a fair price.  Max is always attentive to detail.
1,"This may be a fabulous business but after two calls with messages left and no response from them, I'd have to say that they may be a really good mechanic but don't do a very good job of managing their business and customer service.  I guess I'll go to Anchorage to have my water leak diagnosed and repaired!"
5,Always pleased with the value and the work. This man loves what he does for a living.
5,"Always great service, honest and fast."
5,Max is one of the few honest guys you'll find in this racket.
5,Probably the best service in the Valley.
5,Excellent service.
1,Fixed camper
4, null
5, null
1, null
5, null
5,"Do yourself a favor, do Anchorage a favor, do foodies everywhere a favor and stop by the Cajun Corner downtown and enjoy some of the best Alaskan seafood and Southern fare. The North's best Southern blessed buckets of seasoned buttery soul food. It's all in there if you want it, from King crab to crawdads. I paid for extra in the bucket but the regular portions in other dishes we saw seemed fair as well. I stopped in just to see what it was about, grab a beer and maybe a bite, I'm glad I stayed for so much more. Support local, savor the flavors and say hi to Pat who'll be throwing down all this goodness over a single stove top. The space is clean, beautifully decorated, ideally located in the heart of downtown and a great atmosphere for meeting friends. I'll be back for sure."
5,"Great place to eat. The chef, Patrick, was a fun and inviting person. He is one of those people you feel you can trust and he sure can cook some crawdads. Shannon was a great host, checking on us frequently. Great first experience."
5,Fantastic service and food!! Every bite we took here was jaw dropping! Come! Eat! Enjoy!! We loved being at the Cajun Corner!
5,Great flavor! I had the seafood gumbo and Shrimp basket. My buddies only had the Jumbalaya and said it could use more rice. For $16 they weren't full afterwards. That's not super surprising since these dishes are more expensive usually. The restaurant is newer and I expect they'll do very well.
5,Amazing place!!!!! A gem!!! We were walking around downtown looking for place to eat with no luck 
5,I had the jambalaya and the gumbo and both were the most delicious I\u2019ve ever had. The gumbo was my favorite though. Great atmosphere and extremely friendly owners. Can\u2019t wait to go back and try more!
5,Stopped in after trolley tour. Food was delicious and dessert was very good too!! Prices were comparable to area...a little bit higher than I am used to but food and service was great!!
5,"Very cool place to visit when you're in Anchorage. Friendly staff, nice local beer selection and tremendous Cajun food (coming from someone that lives on the US Gulf Coast.  Please check this place out!"
1,"The people were very nice but portions are waaaaaaayy too small for the price. For $9 I got 4 small catfish nuggets along with flavorless red beans and rice. The menu said 2 pieces of fish so I was expecting 2 catfish fillets. For the amount of food that was given, it should have been listed as an appetizer! I wish I would have taken a picture to post. I also ordered okra but it took too long so I canceled my order. Fish and beans were also room temperature. This place was newly opened but the portion sizes and the lack of flavor have nothing to do with that. Sorry but I cannot recommend this restaurant to anyone and definitely won\u2019t be returning. The kitchen is also too small for what they are trying to do."
5,"THE LINE OUT THE DOOR WAS WORTH STANDING IN. WHAT A GREAT LITTLE GEM IN ANCHORAGE. HAD A WONDERFUL EXPERIENCE, WITH VERY FRIENDLY SERVERS. MY FOOD WAS HOT AND FULL OF FLAVOR. THANKS!!!"
5,"Delicious! My family and I came to celebrate my dad\u2019s 53rd birthday. Everything tasted delicious, and the service was outstanding! I\u2019m glad I could check it out on my visit. Will be back for more!"
5,"Best downtown spot for Seafood and cajun food, I just had the best date her with my wife. The owner and staff were friendly and added to an already amazing experience."
5,"Great food, good beer, awesome people!\n\nJambalaya and gumbo were outstanding and the atmosphere cannot be beat."
5,"They are a new establishment. 5 days old. Great food but they are overwhelmed especially because the city favorite 49 state brewery was closed.\nShannon and her Chef are dishing out some spice to Anchorage. They need a web presence (Google, Yelp and TripAdvisor).\nGood luck. You got the recipient for the food the rest will fall in place as your clientele grows."
5,Love this place love the people  food doesn't get any more authentic than this.
5,Amazing crawfish \ud83e\udd9e \ud83d\udc4fand great staff
5,"I don't know what those people are talking about \""small portions\"" \""tasteless\"".... Like.... Uh... My stuff was BOMB AF. Had half the menu. Amazing."
5,"Great food, friendly staff, ok beer selection, chef was cool."
5,Great food from awesome people.
1,"24 $ for not even a half portion. 3 small pieces of meat in the jambalaya. Very disappointed with this place, total Rip off."
5, null
5, null
5, null
4, null
5,"Beautiful landscape, fun atmosphere, friendly people. It's like a working vacation"
5,Great food and customer service
5,Fresh seafood
5,Salmon!
5, null
5, null
5, null
5, null
5,A fun little Village. You can do it on your own...no Cruise Excursion necessary.
5,"Trail was hard and took us 7 to 8 hours of hiking up deer mountain. Camped in refuge cabin, explore our surroundings. Heading back down the next day was painful but worth every muscle and cramp pain \ud83d\ude28\ud83d\ude0a\ud83e\udd17\u2764"
5,It is the most beautiful awesome clean smelling air that I have ever came back to from down south and you will never find another place like it
3,Didn't see it
4, null
5, null
5, null
5, null
1,I have heard stories about the dire conditions that employees have. It's scary to work there.
5,"If you want to excel and push yourself physically, mentally and emotionally while meeting people from all corners of earth and make money this is the job. As fast as company is growing so is your chance to climb up corporate ladder. Some succeed, some fail but we all learn and become family."
5,"Great pay. A lot of people from different parts of the world. Great experience. Hard work, but it prepares you for when you get back in civilization. \ud83d\udcaa\ud83d\udcaa\ud83d\udcaa"
1,"No star at all because they don't deserve it but unfortunately I have to get them one .Everything over there is thrash even the food, the management sucks. Leads and supervisors don't speak English but they gave them radio, they're rude .Most disorganized company I have never seen Unbelievable. They discriminate against people that don't speak Spanish. Messed up company!!!"
5,ED ACE you should be ashamed of yourself. Having not worked there yourself how can you make such extreme accusations and then compare it to concentration camps. I hope you are more diligent with facts in other areas of your life because I can only classify your reporting as reckless.
5,"Meet some amazing people, job was hard and good pay but needs better management."
5,Great company... hard work... great pay
5,"hard work and long hours, that is what we came up here for - the rewards are great and the plant is state of the art"
1,(Translated by Google) It does not work they promise you one thing and when you arrive it is nothing that they promise you are liars and some abusers keep you incommunicado they tell you that they will give you the Internet and they charge you 5 dollars for an hour of WI fi they are a very bad company\n\n(Original)\nNo sirve te prometen una cosa y cuando llegas no es nada de lo que te prometen son unos mentirosos y unos abusadores te mantienen incomunicado te dicen que te dar\u00e1n Internet y te cobran 5 d\u00f3lares por una hora de WI fi son una muy mala compa\u00f1\u00eda
1, null
5, null
5, null
5, null
5, null
5, null
5, null
5, null
5, null
5,One of many bed and breakfasts in the area!
5,Beautiful  place to stay and a great host
5, null
1,"The owner doesn\u2019t know how to respect and deal with people renting the rooms. From stealing my money that was intended to be given back to me, until threatening me with the idea that he is going to call the police, the owner doesn\u2019t deserve anyone to support him. Really think twice if you\u2019re willing to live here, and if you do, remember to take pictures of everything before you are charged for damages you didn\u2019t make at all."
1,"Didn't rent a room here because of the \""run-around.\"" Could barely get ahold of the owner. And, when I did, he was in Texas! I still couldn't rent a room because, there wasn't anyone else that could do the paperwork. If you rent from here, make sure the owner is available, and has the staff needed to handle your concerns."
1,Definitely won't be staying here again the owner or so called owner his name is Chris and I tried getting my deposit back and he said I have to wait a week to see if there is any damages I said no I need my deposit now to get me another room tonight he said now ur not getting ur deposit at all and blocked my number and never even went upstairs I guess it's because he is broke and he needed it  but nowm out on the street with no where to sleep tonight
1,Not the best place I\u2019ve been. The people there were slobs and always left a mess in the bathroom. The walls are thin. Didn\u2019t feel safe.
1,"Tried to get a room, came to the place waited at the time I was supposed to be there for almost a hour, only to find out that the manager wasn't going to show up"
1,Very dirty rooms and they kicked us out a day early and went through all of our belongings and we had stuff missing then they took the keys and said they were gonna press charges and bill us $2000! Absolutely obserd
4,"Was a really good experience, the hotel management was pleasant and very helpful. Bathroom and kitchen area was clean and not in disrepair. The only thing I could say I didn't like was the big huge windows that let everyone see into the place, but that's not the worst thing to have. Definitely give this place a try if it's what you're looking for."
5,Nice Room. Get to Know Other Guest. Makes aBetter Stay Being Considerate and Friendly!
2,Super ghetto
1,"195/ week room will be $350 after tax and $100 deposit.\nA guy self claimed his name as \""Chris\"
1, null
4, null
4, null
3, null
5, null
4, null
5, null
4, null
1,"The driver held on to my change expecting a tip. When I asked for my cash he reluctantly handed it over, slammed the trunk and told me and my 13 year old son \u201cdon\u2019t come back\u201d.\nWe will come back but will not use this service.\nExpecting a tip for a $14 fare that took him less than 10 minutes to drive?\n\nHe must read his reviews. 15 minutes after this post he texted me with expletives, obscenities, and challenged me to fight him.\n\nReally?\n\nOver $4.00?\n\nProbably a reaction to the vaccine?\n\nThe cab said \u201cCity Taxi\u201d after I called the number for city taxi. Were I the owner I would disavow this driver or claim some covid excuse as well."
4,The driver is very knowledgeable of the city and I appreciate that. The only reason I give it four stars instead of five stars is because he picked me up from the airport and then a few days later drop me off to the airport The first time I wrote with him it was amazing he told me everything about everything second time he kind of felt more like a tour guide than a taxi driver which obviously has his pros and cons.\nPros
5,Dave provided outstanding service.   plane was delayed 4 hours late into the night and he still provided us with a ride with no additional charges.  extremely friendly and very knowledgeable of the area.  he was. like our own personal tour guide.  the only taxi I will use in the future.
5,Compared to the other taxi companies in Anchorage these guys were great. The communication I got was outstanding.
1,Call for a cab and nobody showed up. After I posted this a few days later they texted me demanding I take this post down. Then tried to argue a tell me what I said. The phone operator said the wrong street I corrected the operator but they didn\u2019t pay attention and still sent there drive to the wrong location. This company is very unprofessional. Use there services at your own risk! \u26a0\ufe0f
1,"Called with reservations, never showed. Called multiple times with no help. Almost missed flight. Thankfully hotel helped and drove us personally to airport.\n\n**edit: this was at 9 am for a pick up on July 3rd, you were open"
1,Because my review was submitted at a certain time does not mean it was the time of my experience which happened 2 days before I posted my reveiw
1,I called the number listed on Google to  request a taxi and was greeted with a message machine to leave a recording.
5,"Tim went way above duty to help me get my car started. Couldn\u2019t unlock it because the battery was dead, and couldn\u2019t charge it because the doors were locked because the battery was dead so he made extra trip  To come back and jump it and now it\u2019s charging! Thank you so much Tim for your help."
4,Hard to get ahold of.
3,Very slow company..
5,"So awesome, so much better than yellow taxi who 9/10 times I do not have a good experience with. We got a few rides today and had such a good experience. The driver, who was the owner, was kind and spoke to us in a way that I really appreciated. The car itself was very nice on the inside and very clean and tidy. Any time we\u2019re in anchorage we\u2019ll definitely be using their services in the future as well. Great company overall"
1,"I called to order a cab and they were friendly. I got offered a ride from a nice person I met at moose\u2019s tooth and called back to cancel about 4 minutes after. The response I got was \u201coh yeah, just waste peoples time\u201d. I got offered a free ride, and called to let them know. I am also a cab driver in Homer, and I appreciate when people let me know when they have secured another ride. I will never call this business again. A bad attitude gets you NO WHERE. Appreciate when someone lets you know they won\u2019t be there, I could have left you hanging.\n\nIn response to the owner of this business posting my private information online, I would have to say there is your proof that this company is unprofessional and untrustworthy. If you have a negative experience with them and chose to review them, they will retaliate. Thank you city taxi for proving my point for me."
5,First class service.  A delight to find in a taxi service.
1,"WOW... Did this company really just release someone's personal number...? That seems very unprofessional. Let me get this straight. You got a bad review, and lashed out with someone's personal info? Say there, what's your number? I'd like to share it with.... NO ONE! Because that doesn't seem right."
5,Great experience. This was my first ride with City Taxi. The car was very clean - didn't smell bad either (bonus points!). The driver was on time and professional. I'm definitely going to use this company as my primary taxi from now on. Highly recommend!
1,Looking at your reviews tonight while choosing a cab service for an upcoming trip to Anchorage - an owner who berates folks for their political beliefs and posts folks phone numbers is someone I'll never do business with and recommend to others that choose other options as well. VERY UNPROFESSIONAL! Stay classy Mr. Business owner - I AM NOT an internet stalker. I'm a person who reads reviews on businesses. You are a simple cyber bully who does not wish to correct YOUR UNPROFESSIONAL WRONGS!
1,"Scheduled a ride through the app (the day before) and they never showed up. Didn't answer their phone or call back. Won't be trying them again!\n\nEdit: I see the owner has responded 9 months later. After I left the review, they texted me to say \""sorry about yesterday you fell through the cracks plus we've got some flu at the shop here\"" (that's a direct quote) and offered to reimburse my fare (up to $25) with the other taxi company I ended up taking - which seemed like a pretty clear admission that they had dropped the ball. I never responded because this had been a ride scheduled to the airport to catch an early flight for work, and a $25 reimbursement couldn't change the fact that I'd been left scrambling for a ride at the last minute. Not sure why they are trying to change their story now. This was my first time using their app, but I am computer/phone/app-literate and paid close attention because this was an important ride; the app had indicated that my ride was confirmed and certainly didn't say anything about taxis being unavailable. That was a failing somewhere in the app or company rather than user error. I wish City Taxi well and hope they have improved their process so as not to leave customers hanging, but I still won't be using them (or trying to!) again."
1,Numbers down not sure of this company is still in buisness.
1,Said they won\u2019t come to old Seward and 70th don\u2019t have service in that area
3,It was okay
5,Great service and great conversation!  Would highly recommend.
1,Couldn't get through to dispatch and did not use due to this.
5,"Great service. Arrived early, car was very clean, and customer service was spot on. Would recommend."
5,"On time, polite, good drivers, shares information about the city and State of Alaska."
5,Very quick to respond with a taxi after requesting one. Seems like a good alternative to yellow and checker cabs.
1,"I got cut off by cab #169, no blinker, almost hit my car so I honked and he flipped me off.  Called it in and the owner answered- no apology just arguments.  Never heard of this company but I work at a hotel and would rather sit and wait for Yellow Cab to answer than use City Taxi"
1,"Very rude people. I had to call back and ask for a taxi that would fit 4 adult and a kid, the man who answered rudely said you know what we can\u2019t keep sending taxis out to you just call someone else. No one even came out and showed up. So how would it hurt to send someone with a bigger car. Very disrespectful. Don\u2019t take this cab company just can yellow cab their much nicer. If I could rate this zero stars I would"
5,Very friendly. Only cab I\u2019ll take.
1,"Worst service ever. Save your time, use Ubee or Lfty."
4, null
5, null
5, null
1, null
1, null
5, null
5, null
1, null
5,Seriously amazing breakfast burrito!
5,"We ate here 3 times and enjoyed the best of what Alaska has to offer.   Met the owner and viewed his family owned operation.  A must place to eat while in Petersburg and take home fresh fish , smoked or other.   5 Star"
5,Best breakfast in town. Fast and friendly staff.
5,Cool fish market with good chow
5,Amazing halibut. Wow!
5,"I have been going to Petersburg for the past 7 years. Coastal has been great to work with, prompt and reliable. From the fish processing to the Fish Tacos it is a must stop both coming and going. Just good people to work with, Greg gave me some tips last year to help keep my fish fresh and he is spot on. Looking forward to this year and the years to follow. 2015 I will have my 10 year old grandson with me and will want him to see how they handle his catch."
5,"Shop here for the best seafood in all of Alaska. I sure do miss you guys.\nRespectfully,\nNanette Jackson-"
4,"My favorite part of this establishment was eating lunch here. The food was very good.\n\nThe other part I liked about this place is after a day of fishing, Doug the manager, was waiting for us at the dock where he took our Halibut catch to Coastal Cold Storage to process for shipping back to Nebraska.\n\nWe added some smoked salmon strips (yum) and some rockfish to our shipment and we are stocked until our next return to Petersburg"
5,"Been a long time since I been here, and I can't wait to return. Especially for the halibut bits!"
5,"Coastal was great to us, been going there for several years, thanks Doug"
5,I must get the salmon dip every time I visit Petersburg.
5,Never disappointed when I eat here!
5,Best to work with and fast delivery
5,Excellent shrimp burger and good seafood plane and simple
5, null
5, null
5, null
5, null
4,Not bad place. Good coffee. I really don't  care about the internet when at coffee places. It's all about the coffee. If you can't connect move on and stop whining.
3,"this coffee house is small but they serve good tasting coffee, much better than the bitter Starbucks brand.\n\nThey did not serve breakfast croissants or any hot sandwiches but they do have a few scones"
1,"There are two coffee shops in Petersburg. I come to this one because the wifi is pretty good. I come in, order my coffee, and try to connect to the internet, the wifi is down. I tell the girl behind the counter, she says that she will check on it after she makes all the coffee. There is no one else here, the internet is still down.  Very bad customer service. Will not come here again. Will tell everyone so know not to come here again."
